delivery_id,match_id,player_id,runs,wickets,overs
D017350,M003_2023,P017,2,0,11.4
D017351,M003_2023,P019,3,0,11.5
D017352,M003_2023,P020,1,0,11.6
D017353,M003_2023,P012,1,0,12.1
D017354,M003_2023,P020,0,0,12.2
D017355,M003_2023,P005,2,0,12.3
D017356,M003_2023,P005,0,0,12.4
D017357,M003_2023,P008,4,0,12.5
D017358,M003_2023,P003,0,0,12.6
D017359,M003_2023,P008,4,0,13.1
D017360,M003_2023,P002,0,0,13.2
D017361,M003_2023,P003,6,0,13.3
D017362,M003_2023,P006,2,0,13.4
D017363,M003_2023,P005,0,0,13.5
D017364,M003_2023,P015,0,0,13.6
D017365,M003_2023,P003,1,0,14.1
D017366,M003_2023,P002,0,0,14.2
D017367,M003_2023,P006,1,0,14.3
D017368,M003_2023,P016,0,0,14.4
D017369,M003_2023,P014,1,0,14.5
D017370,M003_2023,P019,2,0,14.6
D017371,M003_2023,P017,1,0,15.1
D017372,M003_2023,P018,4,0,15.2
D017373,M003_2023,P018,0,0,15.3
D017374,M003_2023,P020,0,0,15.4
D017375,M003_2023,P013,1,0,15.5
D017376,M003_2023,P011,2,0,15.6
D017377,M003_2023,P004,4,0,16.1
D017378,M003_2023,P015,1,0,16.2
D017379,M003_2023,P015,1,0,16.3
D017380,M003_2023,P015,0,0,16.4
D017381,M003_2023,P016,0,0,16.5
D017382,M003_2023,P017,0,0,16.6
D017383,M003_2023,P017,0,0,17.1
D017384,M003_2023,P008,1,0,17.2
D017385,M003_2023,P010,0,0,17.3
D017386,M003_2023,P007,4,0,17.4
D017387,M003_2023,P003,1,0,17.5
D017388,M003_2023,P007,0,0,17.6
D017389,M003_2023,P018,3,0,18.1
D017390,M003_2023,P005,4,0,18.2
D017391,M003_2023,P003,0,0,18.3
D017392,M003_2023,P007,2,0,18.4
D017393,M003_2023,P004,6,0,18.5
D017394,M003_2023,P019,1,1,18.6
D017395,M003_2023,P016,6,0,19.1
D017396,M003_2023,P014,0,0,19.2
D017397,M003_2023,P012,6,0,19.3
D017398,M003_2023,P011,0,0,19.4
D017399,M003_2023,P009,4,0,19.5
D017400,M003_2023,P020,6,0,19.6
D017401,M003_2023,P010,0,0,0.1
D017402,M003_2023,P008,0,0,0.2
D017403,M003_2023,P017,1,0,0.3
D017404,M003_2023,P018,4,0,0.4
D017405,M003_2023,P017,1,0,0.5
D017406,M003_2023,P005,6,0,0.6
D017407,M003_2023,P015,0,0,1.1
D017408,M003_2023,P010,2,0,1.2
D017409,M003_2023,P003,6,0,1.3
D017410,M003_2023,P014,1,0,1.4
D017411,M003_2023,P008,3,0,1.5
D017412,M003_2023,P016,4,0,1.6
D017413,M003_2023,P014,1,0,2.1
D017414,M003_2023,P017,0,0,2.2
D017415,M003_2023,P016,4,0,2.3
D017416,M003_2023,P007,1,0,2.4
D017417,M003_2023,P010,0,0,2.5
D017418,M003_2023,P003,1,0,2.6
D017419,M003_2023,P012,1,0,3.1
D017420,M003_2023,P001,1,0,3.2
D017421,M003_2023,P002,0,0,3.3
D017422,M003_2023,P020,4,0,3.4
D017423,M003_2023,P002,0,0,3.5
D017424,M003_2023,P003,0,0,3.6
D017425,M003_2023,P013,4,0,4.1
D017426,M003_2023,P016,1,0,4.2
D017427,M003_2023,P003,0,0,4.3
D017428,M003_2023,P006,2,0,4.4
D017429,M003_2023,P009,0,0,4.5
D017430,M003_2023,P020,0,0,4.6
D017431,M003_2023,P006,0,0,5.1
D017432,M003_2023,P014,2,0,5.2
D017433,M003_2023,P005,6,0,5.3
D017434,M003_2023,P012,0,0,5.4
D017435,M003_2023,P018,4,0,5.5
D017436,M003_2023,P018,6,0,5.6
D017437,M003_2023,P019,0,0,6.1
D017438,M003_2023,P006,6,0,6.2
D017439,M003_2023,P008,0,0,6.3
D017440,M003_2023,P018,4,0,6.4
D017441,M003_2023,P007,4,0,6.5
D017442,M003_2023,P016,0,0,6.6
D017443,M003_2023,P016,0,0,7.1
D017444,M003_2023,P005,1,0,7.2
D017445,M003_2023,P016,1,0,7.3
D017446,M003_2023,P006,0,0,7.4
D017447,M003_2023,P020,0,0,7.5
D017448,M003_2023,P007,3,0,7.6
D017449,M003_2023,P005,1,0,8.1
D017450,M003_2023,P018,1,0,8.2
D017451,M003_2023,P010,0,0,8.3
D017452,M003_2023,P007,2,0,8.4
D017453,M003_2023,P014,1,0,8.5
D017454,M003_2023,P020,0,0,8.6
D017455,M003_2023,P013,2,0,9.1
D017456,M003_2023,P004,2,0,9.2
D017457,M003_2023,P007,1,0,9.3
D017458,M003_2023,P019,0,0,9.4
D017459,M003_2023,P011,1,0,9.5
D017460,M003_2023,P020,0,0,9.6
D017461,M003_2023,P019,4,1,10.1
D017462,M003_2023,P013,1,0,10.2
D017463,M003_2023,P011,4,0,10.3
D017464,M003_2023,P016,0,0,10.4
D017465,M003_2023,P016,0,0,10.5
D017466,M003_2023,P014,1,0,10.6
D017467,M003_2023,P009,1,0,11.1
D017468,M003_2023,P018,4,0,11.2
D017469,M003_2023,P001,1,0,11.3
D017470,M003_2023,P017,0,0,11.4
D017471,M003_2023,P010,0,0,11.5
D017472,M003_2023,P011,0,0,11.6
D017473,M003_2023,P003,4,0,12.1
D017474,M003_2023,P011,1,0,12.2
D017475,M003_2023,P007,1,0,12.3
D017476,M003_2023,P003,4,0,12.4
D017477,M003_2023,P003,0,1,12.5
D017478,M003_2023,P003,4,0,12.6
D017479,M003_2023,P020,1,0,13.1
D017480,M003_2023,P008,0,0,13.2
D017481,M003_2023,P019,1,0,13.3
D017482,M003_2023,P009,2,0,13.4
D017483,M003_2023,P006,3,0,13.5
D017484,M003_2023,P003,2,0,13.6
D017485,M003_2023,P012,4,0,14.1
D017486,M003_2023,P010,4,0,14.2
D017487,M003_2023,P006,2,0,14.3
D017488,M003_2023,P016,1,0,14.4
D017489,M003_2023,P008,3,0,14.5
D017490,M003_2023,P006,1,0,14.6
D017491,M003_2023,P011,4,0,15.1
D017492,M003_2023,P016,2,0,15.2
D017493,M003_2023,P012,3,0,15.3
D017494,M003_2023,P007,0,0,15.4
D017495,M003_2023,P007,4,0,15.5
D017496,M003_2023,P011,2,0,15.6
D017497,M003_2023,P018,6,0,16.1
D017498,M003_2023,P019,0,0,16.2
D017499,M003_2023,P017,4,0,16.3
D017500,M003_2023,P018,1,0,16.4
D017501,M003_2023,P006,1,0,16.5
D017502,M003_2023,P016,1,0,16.6
D017503,M003_2023,P014,4,0,17.1
D017504,M003_2023,P018,6,0,17.2
D017505,M003_2023,P007,1,0,17.3
D017506,M003_2023,P013,2,0,17.4
D017507,M003_2023,P002,3,0,17.5
D017508,M003_2023,P013,1,0,17.6
D017509,M003_2023,P011,4,0,18.1
D017510,M003_2023,P011,0,0,18.2
D017511,M003_2023,P005,0,0,18.3
D017512,M003_2023,P001,0,0,18.4
D017513,M003_2023,P019,6,0,18.5
D017514,M003_2023,P001,2,0,18.6
D017515,M003_2023,P020,1,0,19.1
D017516,M003_2023,P001,1,0,19.2
D017517,M003_2023,P005,0,0,19.3
D017518,M003_2023,P016,0,0,19.4
D017519,M003_2023,P014,1,0,19.5
D017520,M003_2023,P011,0,0,19.6
D017521,M004_2023,P011,3,0,0.1
D017522,M004_2023,P011,0,0,0.2
D017523,M004_2023,P008,4,0,0.3
D017524,M004_2023,P002,0,0,0.4
D017525,M004_2023,P016,6,0,0.5
D017526,M004_2023,P009,1,1,0.6
D017527,M004_2023,P003,0,0,1.1
D017528,M004_2023,P003,0,0,1.2
D017529,M004_2023,P017,2,0,1.3
D017530,M004_2023,P016,0,0,1.4
D017531,M004_2023,P011,4,0,1.5
D017532,M004_2023,P005,3,0,1.6
D017533,M004_2023,P001,1,0,2.1
D017534,M004_2023,P011,1,0,2.2
D017535,M004_2023,P001,0,0,2.3
D017536,M004_2023,P001,6,0,2.4
D017537,M004_2023,P001,1,0,2.5
D017538,M004_2023,P012,1,0,2.6
D017539,M004_2023,P017,1,0,3.1
D017540,M004_2023,P001,2,0,3.2
D017541,M004_2023,P003,4,0,3.3
D017542,M004_2023,P007,0,0,3.4
D017543,M004_2023,P009,4,0,3.5
D017544,M004_2023,P008,1,0,3.6
D017545,M004_2023,P005,0,0,4.1
D017546,M004_2023,P010,2,0,4.2
D017547,M004_2023,P011,1,0,4.3
D017548,M004_2023,P015,1,0,4.4
D017549,M004_2023,P011,4,0,4.5
D017550,M004_2023,P012,0,0,4.6
D017551,M004_2023,P019,2,0,5.1
D017552,M004_2023,P015,4,0,5.2
D017553,M004_2023,P014,4,0,5.3
D017554,M004_2023,P014,0,0,5.4
D017555,M004_2023,P001,1,0,5.5
D017556,M004_2023,P011,4,0,5.6
D017557,M004_2023,P007,1,0,6.1
D017558,M004_2023,P015,4,0,6.2
D017559,M004_2023,P009,1,0,6.3
D017560,M004_2023,P014,0,0,6.4
D017561,M004_2023,P017,4,0,6.5
D017562,M004_2023,P005,1,0,6.6
D017563,M004_2023,P012,0,0,7.1
D017564,M004_2023,P014,0,0,7.2
D017565,M004_2023,P019,2,0,7.3
D017566,M004_2023,P013,2,0,7.4
D017567,M004_2023,P001,4,0,7.5
D017568,M004_2023,P020,2,0,7.6
D017569,M004_2023,P016,0,0,8.1
D017570,M004_2023,P019,0,0,8.2
D017571,M004_2023,P017,0,0,8.3
D017572,M004_2023,P017,1,0,8.4
D017573,M004_2023,P009,0,0,8.5
D017574,M004_2023,P016,1,0,8.6
D017575,M004_2023,P007,0,0,9.1
D017576,M004_2023,P019,0,0,9.2
D017577,M004_2023,P006,1,0,9.3
D017578,M004_2023,P011,0,0,9.4
D017579,M004_2023,P004,0,0,9.5
D017580,M004_2023,P020,0,0,9.6
D017581,M004_2023,P001,4,0,10.1
D017582,M004_2023,P001,2,0,10.2
D017583,M004_2023,P006,1,0,10.3
D017584,M004_2023,P007,0,0,10.4
D017585,M004_2023,P017,4,0,10.5
D017586,M004_2023,P004,2,0,10.6
D017587,M004_2023,P017,4,0,11.1
D017588,M004_2023,P016,1,0,11.2
D017589,M004_2023,P020,2,0,11.3
D017590,M004_2023,P019,0,0,11.4
D017591,M004_2023,P011,1,0,11.5
D017592,M004_2023,P012,2,0,11.6
D017593,M004_2023,P009,4,0,12.1
D017594,M004_2023,P018,1,0,12.2
D017595,M004_2023,P001,1,0,12.3
D017596,M004_2023,P001,4,0,12.4
D017597,M004_2023,P009,1,0,12.5
D017598,M004_2023,P013,2,0,12.6
D017599,M004_2023,P006,4,0,13.1
D017600,M004_2023,P019,1,0,13.2
D017601,M004_2023,P010,4,0,13.3
D017602,M004_2023,P004,1,0,13.4
D017603,M004_2023,P003,1,0,13.5
D017604,M004_2023,P012,4,0,13.6
D017605,M004_2023,P003,4,0,14.1
D017606,M004_2023,P004,1,1,14.2
D017607,M004_2023,P001,0,0,14.3
D017608,M004_2023,P001,1,0,14.4
D017609,M004_2023,P016,1,0,14.5
D017610,M004_2023,P019,0,0,14.6
D017611,M004_2023,P019,4,0,15.1
D017612,M004_2023,P013,4,0,15.2
D017613,M004_2023,P018,1,1,15.3
D017614,M004_2023,P015,2,0,15.4
D017615,M004_2023,P016,4,0,15.5
D017616,M004_2023,P020,1,0,15.6
D017617,M004_2023,P005,2,0,16.1
D017618,M004_2023,P010,4,0,16.2
D017619,M004_2023,P017,0,0,16.3
D017620,M004_2023,P013,1,0,16.4
D017621,M004_2023,P007,2,0,16.5
D017622,M004_2023,P002,4,0,16.6
D017623,M004_2023,P018,4,0,17.1
D017624,M004_2023,P017,4,0,17.2
D017625,M004_2023,P002,0,0,17.3
D017626,M004_2023,P012,1,0,17.4
D017627,M004_2023,P015,4,0,17.5
D017628,M004_2023,P017,2,0,17.6
D017629,M004_2023,P012,1,0,18.1
D017630,M004_2023,P010,0,0,18.2
D017631,M004_2023,P003,0,0,18.3
D017632,M004_2023,P017,1,0,18.4
D017633,M004_2023,P020,0,0,18.5
D017634,M004_2023,P012,6,0,18.6
D017635,M004_2023,P017,1,0,19.1
D017636,M004_2023,P009,1,0,19.2
D017637,M004_2023,P017,4,0,19.3
D017638,M004_2023,P003,0,0,19.4
D017639,M004_2023,P010,2,0,19.5
D017640,M004_2023,P008,0,0,19.6
D017641,M004_2023,P011,0,0,0.1
D017642,M004_2023,P003,0,0,0.2
D017643,M004_2023,P019,4,0,0.3
D017644,M004_2023,P014,0,0,0.4
D017645,M004_2023,P013,0,0,0.5
D017646,M004_2023,P018,4,0,0.6
D017647,M004_2023,P008,2,0,1.1
D017648,M004_2023,P007,6,0,1.2
D017649,M004_2023,P020,1,0,1.3
D017650,M004_2023,P008,4,0,1.4
D017651,M004_2023,P019,1,0,1.5
D017652,M004_2023,P002,0,1,1.6
D017653,M004_2023,P009,4,0,2.1
D017654,M004_2023,P012,1,0,2.2
D017655,M004_2023,P008,0,0,2.3
D017656,M004_2023,P020,6,0,2.4
D017657,M004_2023,P006,4,0,2.5
D017658,M004_2023,P006,6,0,2.6
D017659,M004_2023,P009,2,0,3.1
D017660,M004_2023,P006,0,0,3.2
D017661,M004_2023,P010,1,0,3.3
D017662,M004_2023,P013,1,0,3.4
D017663,M004_2023,P013,4,0,3.5
D017664,M004_2023,P011,0,0,3.6
D017665,M004_2023,P011,3,0,4.1
D017666,M004_2023,P015,4,0,4.2
D017667,M004_2023,P013,0,0,4.3
D017668,M004_2023,P013,1,0,4.4
D017669,M004_2023,P019,2,0,4.5
D017670,M004_2023,P003,3,0,4.6
D017671,M004_2023,P004,1,0,5.1
D017672,M004_2023,P018,4,0,5.2
D017673,M004_2023,P018,1,0,5.3
D017674,M004_2023,P008,1,0,5.4
D017675,M004_2023,P007,2,0,5.5
D017676,M004_2023,P010,4,0,5.6
D017677,M004_2023,P019,4,0,6.1
D017678,M004_2023,P015,0,0,6.2
D017679,M004_2023,P020,0,0,6.3
D017680,M004_2023,P019,0,0,6.4
D017681,M004_2023,P002,1,0,6.5
D017682,M004_2023,P019,2,0,6.6
D017683,M004_2023,P014,1,0,7.1
D017684,M004_2023,P015,2,0,7.2
D017685,M004_2023,P011,0,0,7.3
D017686,M004_2023,P020,2,0,7.4
D017687,M004_2023,P003,1,0,7.5
D017688,M004_2023,P012,0,0,7.6
D017689,M004_2023,P018,2,0,8.1
D017690,M004_2023,P018,2,0,8.2
D017691,M004_2023,P005,0,0,8.3
D017692,M004_2023,P016,4,0,8.4
D017693,M004_2023,P004,4,0,8.5
D017694,M004_2023,P013,1,0,8.6
D017695,M004_2023,P013,1,0,9.1
D017696,M004_2023,P007,4,0,9.2
D017697,M004_2023,P010,4,0,9.3
D017698,M004_2023,P001,1,0,9.4
D017699,M004_2023,P009,1,0,9.5
D017700,M004_2023,P010,1,0,9.6
D017701,M004_2023,P010,1,0,10.1
D017702,M004_2023,P008,0,0,10.2
D017703,M004_2023,P012,3,0,10.3
D017704,M004_2023,P006,2,0,10.4
D017705,M004_2023,P011,1,0,10.5
D017706,M004_2023,P001,0,0,10.6
D017707,M004_2023,P001,4,0,11.1
D017708,M004_2023,P013,1,0,11.2
D017709,M004_2023,P001,4,0,11.3
D017710,M004_2023,P008,0,0,11.4
D017711,M004_2023,P008,2,0,11.5
D017712,M004_2023,P011,0,0,11.6
D017713,M004_2023,P008,1,0,12.1
D017714,M004_2023,P008,4,0,12.2
D017715,M004_2023,P009,1,0,12.3
D017716,M004_2023,P012,1,0,12.4
D017717,M004_2023,P019,4,0,12.5
D017718,M004_2023,P005,0,0,12.6
D017719,M004_2023,P015,2,0,13.1
D017720,M004_2023,P015,1,0,13.2
D017721,M004_2023,P006,4,0,13.3
D017722,M004_2023,P013,4,0,13.4
D017723,M004_2023,P006,1,0,13.5
D017724,M004_2023,P020,1,0,13.6
D017725,M004_2023,P010,0,0,14.1
D017726,M004_2023,P005,4,0,14.2
D017727,M004_2023,P013,1,0,14.3
D017728,M004_2023,P002,0,0,14.4
D017729,M004_2023,P019,2,0,14.5
D017730,M004_2023,P019,4,0,14.6
D017731,M004_2023,P020,0,0,15.1
D017732,M004_2023,P008,0,0,15.2
D017733,M004_2023,P020,1,0,15.3
D017734,M004_2023,P005,2,0,15.4
D017735,M004_2023,P004,4,0,15.5
D017736,M004_2023,P009,0,0,15.6
D017737,M004_2023,P008,0,0,16.1
D017738,M004_2023,P013,0,0,16.2
D017739,M004_2023,P001,2,0,16.3
D017740,M004_2023,P017,0,0,16.4
D017741,M004_2023,P020,0,0,16.5
D017742,M004_2023,P002,2,0,16.6
D017743,M004_2023,P008,4,0,17.1
D017744,M004_2023,P014,1,0,17.2
D017745,M004_2023,P020,1,1,17.3
D017746,M004_2023,P011,1,1,17.4
D017747,M004_2023,P014,0,0,17.5
D017748,M004_2023,P014,0,0,17.6
D017749,M004_2023,P017,4,0,18.1
D017750,M004_2023,P003,0,0,18.2
D017751,M004_2023,P001,6,0,18.3
D017752,M004_2023,P019,3,0,18.4
D017753,M004_2023,P002,0,0,18.5
D017754,M004_2023,P019,0,1,18.6
D017755,M004_2023,P008,0,0,19.1
D017756,M004_2023,P014,2,0,19.2
D017757,M004_2023,P013,0,0,19.3
D017758,M004_2023,P002,0,0,19.4
D017759,M004_2023,P004,0,0,19.5
D017760,M004_2023,P007,4,0,19.6
D017761,M005_2023,P020,0,0,0.1
D017762,M005_2023,P002,6,0,0.2
D017763,M005_2023,P015,1,0,0.3
D017764,M005_2023,P014,1,0,0.4
D017765,M005_2023,P009,0,0,0.5
D017766,M005_2023,P018,4,0,0.6
D017767,M005_2023,P006,0,0,1.1
D017768,M005_2023,P003,4,0,1.2
D017769,M005_2023,P011,1,0,1.3
D017770,M005_2023,P016,0,0,1.4
D017771,M005_2023,P009,3,0,1.5
D017772,M005_2023,P004,1,0,1.6
D017773,M005_2023,P007,2,0,2.1
D017774,M005_2023,P016,1,0,2.2
D017775,M005_2023,P014,1,0,2.3
D017776,M005_2023,P002,1,0,2.4
D017777,M005_2023,P019,1,0,2.5
D017778,M005_2023,P019,0,0,2.6
D017779,M005_2023,P017,0,0,3.1
D017780,M005_2023,P013,1,0,3.2
D017781,M005_2023,P003,0,0,3.3
D017782,M005_2023,P007,2,0,3.4
D017783,M005_2023,P019,6,0,3.5
D017784,M005_2023,P020,0,0,3.6
D017785,M005_2023,P012,1,0,4.1
D017786,M005_2023,P009,4,0,4.2
D017787,M005_2023,P019,0,0,4.3
D017788,M005_2023,P020,1,0,4.4
D017789,M005_2023,P019,4,0,4.5
D017790,M005_2023,P013,0,0,4.6
D017791,M005_2023,P003,4,0,5.1
D017792,M005_2023,P019,1,0,5.2
D017793,M005_2023,P001,4,0,5.3
D017794,M005_2023,P003,3,0,5.4
D017795,M005_2023,P010,0,0,5.5
D017796,M005_2023,P002,3,0,5.6
D017797,M005_2023,P018,4,0,6.1
D017798,M005_2023,P007,2,0,6.2
D017799,M005_2023,P019,0,0,6.3
D017800,M005_2023,P005,0,0,6.4
D017801,M005_2023,P013,2,0,6.5
D017802,M005_2023,P001,0,1,6.6
D017803,M005_2023,P016,2,1,7.1
D017804,M005_2023,P007,0,0,7.2
D017805,M005_2023,P012,1,0,7.3
D017806,M005_2023,P002,6,0,7.4
D017807,M005_2023,P009,4,0,7.5
D017808,M005_2023,P002,0,0,7.6
D017809,M005_2023,P018,1,0,8.1
D017810,M005_2023,P012,2,0,8.2
D017811,M005_2023,P014,0,0,8.3
D017812,M005_2023,P010,0,0,8.4
D017813,M005_2023,P013,0,0,8.5
D017814,M005_2023,P010,1,0,8.6
D017815,M005_2023,P010,0,0,9.1
D017816,M005_2023,P006,0,0,9.2
D017817,M005_2023,P006,4,0,9.3
D017818,M005_2023,P005,1,0,9.4
D017819,M005_2023,P013,0,0,9.5
D017820,M005_2023,P010,0,0,9.6
D017821,M005_2023,P004,0,0,10.1
D017822,M005_2023,P014,0,0,10.2
D017823,M005_2023,P005,3,0,10.3
D017824,M005_2023,P018,4,0,10.4
D017825,M005_2023,P018,3,0,10.5
D017826,M005_2023,P010,4,0,10.6
D017827,M005_2023,P004,4,0,11.1
D017828,M005_2023,P018,0,0,11.2
D017829,M005_2023,P017,0,0,11.3
D017830,M005_2023,P003,1,0,11.4
D017831,M005_2023,P005,4,0,11.5
D017832,M005_2023,P004,1,0,11.6
D017833,M005_2023,P002,1,0,12.1
D017834,M005_2023,P014,2,0,12.2
D017835,M005_2023,P020,1,0,12.3
D017836,M005_2023,P004,1,0,12.4
D017837,M005_2023,P008,1,0,12.5
D017838,M005_2023,P015,0,0,12.6
D017839,M005_2023,P007,3,0,13.1
D017840,M005_2023,P004,0,0,13.2
D017841,M005_2023,P005,0,0,13.3
D017842,M005_2023,P018,1,0,13.4
D017843,M005_2023,P005,2,0,13.5
D017844,M005_2023,P010,1,0,13.6
D017845,M005_2023,P016,2,0,14.1
D017846,M005_2023,P020,3,0,14.2
D017847,M005_2023,P008,2,0,14.3
D017848,M005_2023,P010,4,1,14.4
D017849,M005_2023,P019,0,0,14.5
D017850,M005_2023,P018,1,0,14.6
D017851,M005_2023,P018,0,0,15.1
D017852,M005_2023,P011,2,0,15.2
D017853,M005_2023,P013,0,0,15.3
D017854,M005_2023,P020,3,0,15.4
D017855,M005_2023,P018,4,0,15.5
D017856,M005_2023,P004,0,0,15.6
D017857,M005_2023,P001,1,0,16.1
D017858,M005_2023,P012,4,0,16.2
D017859,M005_2023,P005,0,0,16.3
D017860,M005_2023,P001,0,0,16.4
D017861,M005_2023,P020,0,0,16.5
D017862,M005_2023,P006,4,0,16.6
D017863,M005_2023,P012,0,0,17.1
D017864,M005_2023,P012,0,0,17.2
D017865,M005_2023,P019,0,0,17.3
D017866,M005_2023,P001,4,0,17.4
D017867,M005_2023,P016,4,0,17.5
D017868,M005_2023,P019,2,0,17.6
D017869,M005_2023,P015,0,0,18.1
D017870,M005_2023,P010,2,0,18.2
D017871,M005_2023,P018,4,0,18.3
D017872,M005_2023,P013,1,0,18.4
D017873,M005_2023,P013,4,0,18.5
D017874,M005_2023,P017,0,0,18.6
D017875,M005_2023,P007,1,0,19.1
D017876,M005_2023,P002,0,0,19.2
D017877,M005_2023,P014,6,0,19.3
D017878,M005_2023,P017,0,0,19.4
D017879,M005_2023,P020,4,0,19.5
D017880,M005_2023,P013,3,0,19.6
D017881,M005_2023,P009,0,0,0.1
D017882,M005_2023,P019,3,0,0.2
D017883,M005_2023,P002,0,0,0.3
D017884,M005_2023,P018,1,0,0.4
D017885,M005_2023,P012,0,0,0.5
D017886,M005_2023,P020,4,0,0.6
D017887,M005_2023,P018,1,0,1.1
D017888,M005_2023,P019,4,0,1.2
D017889,M005_2023,P007,3,0,1.3
D017890,M005_2023,P002,0,0,1.4
D017891,M005_2023,P002,0,1,1.5
D017892,M005_2023,P015,0,0,1.6
D017893,M005_2023,P002,1,0,2.1
D017894,M005_2023,P001,0,0,2.2
D017895,M005_2023,P014,1,0,2.3
D017896,M005_2023,P014,0,0,2.4
D017897,M005_2023,P008,1,0,2.5
D017898,M005_2023,P018,0,0,2.6
D017899,M005_2023,P017,4,0,3.1
D017900,M005_2023,P017,0,0,3.2
D017901,M005_2023,P006,0,1,3.3
D017902,M005_2023,P005,4,0,3.4
D017903,M005_2023,P017,1,0,3.5
D017904,M005_2023,P004,0,0,3.6
D017905,M005_2023,P019,0,0,4.1
D017906,M005_2023,P007,2,0,4.2
D017907,M005_2023,P006,0,0,4.3
D017908,M005_2023,P002,6,0,4.4
D017909,M005_2023,P020,1,0,4.5
D017910,M005_2023,P011,2,0,4.6
D017911,M005_2023,P018,2,0,5.1
D017912,M005_2023,P005,1,0,5.2
D017913,M005_2023,P007,3,0,5.3
D017914,M005_2023,P020,2,0,5.4
D017915,M005_2023,P002,0,0,5.5
D017916,M005_2023,P017,1,0,5.6
D017917,M005_2023,P003,2,0,6.1
D017918,M005_2023,P008,2,1,6.2
D017919,M005_2023,P007,4,0,6.3
D017920,M005_2023,P014,4,0,6.4
D017921,M005_2023,P020,0,0,6.5
D017922,M005_2023,P007,0,0,6.6
D017923,M005_2023,P008,4,0,7.1
D017924,M005_2023,P013,0,0,7.2
D017925,M005_2023,P016,2,0,7.3
D017926,M005_2023,P009,1,0,7.4
D017927,M005_2023,P008,0,0,7.5
D017928,M005_2023,P018,3,0,7.6
D017929,M005_2023,P016,1,0,8.1
D017930,M005_2023,P017,0,0,8.2
D017931,M005_2023,P014,0,0,8.3
D017932,M005_2023,P014,3,0,8.4
D017933,M005_2023,P012,4,0,8.5
D017934,M005_2023,P006,1,0,8.6
D017935,M005_2023,P008,4,0,9.1
D017936,M005_2023,P013,0,0,9.2
D017937,M005_2023,P009,3,0,9.3
D017938,M005_2023,P019,1,0,9.4
D017939,M005_2023,P005,0,0,9.5
D017940,M005_2023,P008,1,0,9.6
D017941,M005_2023,P004,1,0,10.1
D017942,M005_2023,P018,1,0,10.2
D017943,M005_2023,P017,0,0,10.3
D017944,M005_2023,P012,1,0,10.4
D017945,M005_2023,P013,1,0,10.5
D017946,M005_2023,P018,1,0,10.6
D017947,M005_2023,P019,1,0,11.1
D017948,M005_2023,P019,4,0,11.2
D017949,M005_2023,P007,4,0,11.3
D017950,M005_2023,P005,1,0,11.4
D017951,M005_2023,P008,4,0,11.5
D017952,M005_2023,P003,0,0,11.6
D017953,M005_2023,P015,2,0,12.1
D017954,M005_2023,P017,4,0,12.2
D017955,M005_2023,P003,3,0,12.3
D017956,M005_2023,P009,4,0,12.4
D017957,M005_2023,P017,1,0,12.5
D017958,M005_2023,P013,0,0,12.6
D017959,M005_2023,P018,0,0,13.1
D017960,M005_2023,P005,3,0,13.2
D017961,M005_2023,P003,1,0,13.3
D017962,M005_2023,P008,0,0,13.4
D017963,M005_2023,P001,1,0,13.5
D017964,M005_2023,P013,4,0,13.6
D017965,M005_2023,P012,3,0,14.1
D017966,M005_2023,P008,4,0,14.2
D017967,M005_2023,P014,0,0,14.3
D017968,M005_2023,P020,4,0,14.4
D017969,M005_2023,P014,1,0,14.5
D017970,M005_2023,P017,0,0,14.6
D017971,M005_2023,P009,0,0,15.1
D017972,M005_2023,P012,1,0,15.2
D017973,M005_2023,P018,1,0,15.3
D017974,M005_2023,P012,0,0,15.4
D017975,M005_2023,P012,4,0,15.5
D017976,M005_2023,P009,1,0,15.6
D017977,M005_2023,P013,4,0,16.1
D017978,M005_2023,P017,2,0,16.2
D017979,M005_2023,P014,4,0,16.3
D017980,M005_2023,P009,2,0,16.4
D017981,M005_2023,P007,1,0,16.5
D017982,M005_2023,P011,4,0,16.6
D017983,M005_2023,P015,2,0,17.1
D017984,M005_2023,P007,1,0,17.2
D017985,M005_2023,P011,1,0,17.3
D017986,M005_2023,P015,0,0,17.4
D017987,M005_2023,P013,0,0,17.5
D017988,M005_2023,P009,0,0,17.6
D017989,M005_2023,P002,4,0,18.1
D017990,M005_2023,P014,2,0,18.2
D017991,M005_2023,P002,0,0,18.3
D017992,M005_2023,P008,2,0,18.4
D017993,M005_2023,P004,0,0,18.5
D017994,M005_2023,P002,1,0,18.6
D017995,M005_2023,P002,0,0,19.1
D017996,M005_2023,P020,1,0,19.2
D017997,M005_2023,P017,0,0,19.3
D017998,M005_2023,P010,4,0,19.4
D017999,M005_2023,P006,1,0,19.5
D018000,M005_2023,P001,4,0,19.6
D018001,M006_2023,P015,4,0,0.1
D018002,M006_2023,P009,4,0,0.2
D018003,M006_2023,P003,1,0,0.3
D018004,M006_2023,P004,0,0,0.4
D018005,M006_2023,P019,0,0,0.5
D018006,M006_2023,P006,1,0,0.6
D018007,M006_2023,P018,2,0,1.1
D018008,M006_2023,P018,0,0,1.2
D018009,M006_2023,P004,6,0,1.3
D018010,M006_2023,P012,4,0,1.4
D018011,M006_2023,P010,0,0,1.5
D018012,M006_2023,P011,4,0,1.6
D018013,M006_2023,P006,2,0,2.1
D018014,M006_2023,P011,6,0,2.2
